comment,date,page,timestamp(min),hour
소소한 일상을 더욱 소중히 생각하자로 마무리된 수작 난 엔딩이 가장 마음에 든다 김주영 캐릭터가 입체적으로는 이해가 안되어도 ..김샘과 조샘의 이야가로 2탄이 나오면 어떨까어떻게 마약을 하던 사람을 이끌었을까  .  싶은,2019-02-03 17:56:35,423,1053.15,2019-02-03 17:5
100만 제가 처음왔을때가 3일전인데 그떄 100만 갓 넘었씁니다,2019-02-03 17:56:29,423,1053.05,2019-02-03 17:5
한서진같은 위대한 엄마에게서이기심만 걷어가는 훌륭한 결말이였네요,2019-02-03 17:56:28,423,1053.0333333333333,2019-02-03 17:5
혹시 막방 끝나고?,2019-02-03 17:56:27,423,1053.0166666666667,2019-02-03 17:5
근데 한동안 톡방 안들어와서 몰랐는데 톡방글 100만 언제 넘겼어요?,2019-02-03 17:56:03,423,1052.6166666666666,2019-02-03 17:5
드라마 캐릭터가 좋든 싫든 어떻게 이해하든 그건 개인의 생각인건데 대체 그런걸로 왜싸움?,2019-02-03 17:55:42,424,1052.2666666666667,2019-02-03 17:5
할머니 정신못차렸네,2019-02-03 17:55:41,424,1052.25,2019-02-03 17:5
오나라 귀골이 19아템 같아,2019-02-03 17:55:35,424,1052.15,2019-02-03 17:5
ㅋ,2019-02-03 17:55:25,424,1051.9833333333333,2019-02-03 17:5
ㅋ,2019-02-03 17:55:21,424,1051.9166666666667,2019-02-03 17:5
ㅋ,2019-02-03 17:55:18,424,1051.8666666666666,2019-02-03 17:5
"햐..얼마나 애정애정 하면..아직도 이난리야..ㅋㅋ 드라마 후유증이 아직도 안가셨군..작가가 대단하네, 이런결말로  톡방에 불씨를살려놨어..",2019-02-03 17:55:04,424,1051.6333333333334,2019-02-03 17:5
마지막회는진짜 오바다,2019-02-03 17:55:02,424,1051.6,2019-02-03 17:5
어른들의 가장큰 희생양ㅜㅜ,2019-02-03 17:54:44,424,1051.3,2019-02-03 17:5
짜피 딸바가 원래 맞은거였기에 이미 미향이는 혜나가 딸인거로 벌받은거고 반성도 한게 맞음 반성안했다는 사람들은 뭘 더 어떻게 해야하는건지 말좀해봐,2019-02-03 17:54:34,424,1051.1333333333334,2019-02-03 17:5
현실에선 꽃길만 걸어라 혜윤아,2019-02-03 17:54:32,424,1051.1,2019-02-03 17:5
박유나 이뻐요,2019-02-03 17:54:31,424,1051.0833333333333,2019-02-03 17:5
예서 미향이 행복한 결말역시 작가님 감독님은 바른 생각을 가지신 분들,2019-02-03 17:54:29,424,1051.05,2019-02-03 17:5
불쌍한 우리 예서 ㅠㅜ,2019-02-03 17:54:19,424,1050.8833333333334,2019-02-03 17:5
세상에서 제일 ㅜㅜㅜㅜ 안쓰럽다,2019-02-03 17:54:15,424,1050.8166666666666,2019-02-03 17:5
"드라마 내용으로 다투지말고 스캐가 지금 우리가사는 시대에 무엇을 말하려고 했는지를 알면 합니다.조선시대엔 상놈,양반으로 나누어 신분차이가있다지만 지금 우리 사회는 자본주의가 신분차이로되지 않나 싶네요 돈이면 뭐든 되고 된다는 그런 사고방식을 조금이나만 변화길 바랍니다.",2019-02-03 17:54:10,424,1050.7333333333333,2019-02-03 17:5
예서 어떻게해ㅜㅜㅜㅜㅜ,2019-02-03 17:53:59,424,1050.55,2019-02-03 17:5
존나 웃기네 지 생각하고 다른다고 악담 퍼붓고 시비턴게 너라고 ㅋㅋㅋ,2019-02-03 17:53:58,424,1050.5333333333333,2019-02-03 17:5
나는 중립이다 앞으로 싸울때 나한테 허락맡고 싸워라,2019-02-03 17:53:54,424,1050.4666666666667,2019-02-03 17:5
진라면먹던데 쌍둥이 아빠,2019-02-03 17:53:52,424,1050.4333333333334,2019-02-03 17:5
그러게여 jun님 감사해여,2019-02-03 17:53:24,425,1049.9666666666667,2019-02-03 17:5
오 겨울님..내말이 그거야,2019-02-03 17:53:21,425,1049.9166666666667,2019-02-03 17:5
좀..불쌍,2019-02-03 17:53:14,425,1049.8,2019-02-03 17:5
ㅋㅋ,2019-02-03 17:53:06,425,1049.6666666666667,2019-02-03 17:5
뒤늦게 스캐보고 있는데 혜나 캐릭 넘 싫다.. 되바라졌어 나중엔 좋아질까,2019-02-03 17:53:03,425,1049.6166666666666,2019-02-03 17:5
시비 먼저 턴거는 너야 너가 악담하고 ㅉㅉㅉ,2019-02-03 17:53:02,425,1049.6,2019-02-03 17:5
근데 신기한게 여기서 자신말이 맞다 해주면 누가 알아줌?대충 그냥 자기 의견 하나 얘기하고 버로우타라 싸울힘이 어딧누 먹고살기도 바쁜세상에,2019-02-03 17:53:01,425,1049.5833333333333,2019-02-03 17:5
차교수ㅜㅜㅜㅜㅜㅜ 아들 두명 막말ㅜㅜ,2019-02-03 17:52:44,425,1049.3,2019-02-03 17:5
그냥 저사람은 저렇게 생각하나보다 패쓰하고 말섞지마요,2019-02-03 17:52:33,425,1049.1166666666666,2019-02-03 17:5
"재밌긴 했다만 1~19랑 최종회랑 갭이 너무 심했어 뭐 작가,감독 사정일수도 있겠지만 어제 감독말로는 그냥 해피",2019-02-03 17:52:31,425,1049.0833333333333,2019-02-03 17:5
스캐에서 최고 명장면. 부부들끼리 동반싸움ㅋ 찐찐이 욕 하니까 남자연기자들 표정이아주~~~~ㅋㅋㅋ,2019-02-03 17:52:28,425,1049.0333333333333,2019-02-03 17:5
니 생각만 말해 나처럼,2019-02-03 17:52:16,425,1048.8333333333333,2019-02-03 17:5
소울 반사 ㅉㅉ도 반사자꾸 내 닉 걸고 시비터는데 악담으로 니가 가는길마다 재수 옴 붙음,2019-02-03 17:51:57,425,1048.5166666666667,2019-02-03 17:5
소울향기님 헛소리하는 사람 말 그냥 패쓰하세요 말섞지말고,2019-02-03 17:51:53,425,1048.45,2019-02-03 17:5
아니ㅋㅋㅋ우주네ㅋㅋㅋㅋㅋ김주형한테 난리쳐야지. 우주는 혜나랑 애틋한사랑이라도 했냐구요ㅜㅜ 이따위로 연장하면 어쩌냐구요ㅜㅜ,2019-02-03 17:51:44,425,1048.3,2019-02-03 17:5
소울 승,2019-02-03 17:51:34,425,1048.1333333333334,2019-02-03 17:5
엄마라면 겨울비님처럼 절대말못할거임 부디 좋은엄마만나서 행복한자식되시길바람 뿌린대로거두는거임 ㅉ ㅉ,2019-02-03 17:51:03,425,1047.6166666666666,2019-02-03 17:5
아니 이거 왜 우주네 왜저래요?,2019-02-03 17:50:58,425,1047.5333333333333,2019-02-03 17:5
한서진은 딸이 바뀔 벌 받을만큼 잘못한게 없으니  제대로 된 결말,2019-02-03 17:50:50,425,1047.4,2019-02-03 17:5
아뭏든 작가 실력 대단. 배우들 연기 잘하고. 난 김서형 연기가 젤 맘에 들어,2019-02-03 17:50:42,425,1047.2666666666667,2019-02-03 17:5
우리가 얘네들 실성격을 어찌 아누,2019-02-03 17:50:31,426,1047.0833333333333,2019-02-03 17:5
당연 캐릭터 좋아하는 성향 가꼬 싸우는거야,2019-02-03 17:50:15,426,1046.8166666666666,2019-02-03 17:5
"드라마두 여기두 아주 난리군 ㅋㅋ끝나길 잘했네, jtbc는 몬생각으로 이런 드라마를 만든건지 에효~~",2019-02-03 17:50:13,426,1046.7833333333333,2019-02-03 17:5
글을 쓰기 위해선 처음 중간. 끝으로 나누어지면혜나를 죽이면 자극이 필요하기에 제가 볼때,2019-02-03 17:50:12,426,1046.7666666666667,2019-02-03 17:5
징악이 제대로 안됨,2019-02-03 17:50:00,426,1046.5666666666666,2019-02-03 17:5
권선징악이 제대로 안돼서 이 난리,2019-02-03 17:49:43,426,1046.2833333333333,2019-02-03 17:4
VOD로 13회 까지 보다가 지금 19회 재방 보는데 권선징악으로 끝내는군. 현실성있게 새드엔딩으로 가도 좋았을텐데,2019-02-03 17:49:08,426,1045.7,2019-02-03 17:4
캐릭터이니깐 연기하는건데 그런식으로 다시면안되죠,2019-02-03 17:48:45,426,1045.3166666666666,2019-02-03 17:4
마지막회때문에 스카이캐슬이 그렇고그런드라마되벌임...,2019-02-03 17:48:44,426,1045.3,2019-02-03 17:4
안싸우기는 쫌 힘들긴 해ㅋ,2019-02-03 17:48:00,426,1044.5666666666666,2019-02-03 17:4
작가가 하고싶은말은 결국 “까불면 죽는다” 이건가? 혜나만 뭔 죄?,2019-02-03 17:47:57,426,1044.5166666666667,2019-02-03 17:4
네 행복님~,2019-02-03 17:46:49,426,1043.3833333333334,2019-02-03 17:4
캐릭터갖고 싸우는게 얼마나 무의미한짓인지 이수임 곽미향때 겪어보고도 또 싸우네,2019-02-03 17:46:45,426,1043.3166666666666,2019-02-03 17:4
감독님어제 한말 정확히 읽었구나 겨울님 주인공은 곽미향 이라했지,2019-02-03 17:46:03,426,1042.6166666666666,2019-02-03 17:4
신경도 안씀 ㅋㅋ,2019-02-03 17:45:55,426,1042.4833333333333,2019-02-03 17:4
진게 이긴거임ㅋㅋ내가 또 쌈질 시키는건가ㅎ웃자고한말,2019-02-03 17:45:17,426,1041.85,2019-02-03 17:4
아놬ㅎㅋㅎㅋㅎㅋㅎㅋ,2019-02-03 17:44:55,426,1041.4833333333333,2019-02-03 17:4
자식 입장에서 한서진은 위대한 엄마다.그래서 감독님 작가님이 좋은 결말 내준거고,2019-02-03 17:44:46,426,1041.3333333333333,2019-02-03 17:4
최종회 끝나면 톡방 싸움 끝인줄ㅎ,2019-02-03 17:44:41,426,1041.25,2019-02-03 17:4
소울 이김? ㅊㅋㅊㅋ,2019-02-03 17:43:59,426,1040.55,2019-02-03 17:4
겨울님..짐?ㅋ,2019-02-03 17:43:56,427,1040.5,2019-02-03 17:4
그만하져 겨울비님 기분건드려미안한데여 님생각도 넘나지나칩니다 어린분이신거본데 ㅉㅉ,2019-02-03 17:43:48,427,1040.3666666666666,2019-02-03 17:4
소울승 이래유,2019-02-03 17:43:46,427,1040.3333333333333,2019-02-03 17:4
그래용..겨울비..소울님..저 포함 스캐를 너무 사랑해서 그런거라 화도 나고 반대캐릭 욕하고 그러는거에요 미안해유 언잖으셨다면,2019-02-03 17:43:28,427,1040.0333333333333,2019-02-03 17:4
그만 싸워 팝콘 다떨어졌다,2019-02-03 17:43:07,427,1039.6833333333334,2019-02-03 17:4
정도는 니가 어겼어 누구한테 덤탱이? ㅋㅋ,2019-02-03 17:42:36,427,1039.1666666666667,2019-02-03 17:4
저도 혜나캐릭 별루안좋아 하던 사람인데 결만보고 차라리 혜나나 살리는게 낫다 싶었던 1인이에유,2019-02-03 17:42:05,427,1038.65,2019-02-03 17:4
자기 생각과 틀리다고 막말 시작한건 너야,2019-02-03 17:42:02,427,1038.6,2019-02-03 17:4
우리들이 평범한 교육 드라마를 시청률을 올려났잖아유,2019-02-03 17:41:17,427,1037.85,2019-02-03 17:4
저도 욕하기싫어여 넘어이없어서 흥분했네여 그래도 정도좀지키시길 ㅠㅠ ㅉ ㅉ,2019-02-03 17:41:14,427,1037.8,2019-02-03 17:4
사슴언니 오랜만에 왔누  오늘도 연어샐러드?,2019-02-03 17:40:48,427,1037.3666666666666,2019-02-03 17:4
심한욕은 금지에유~,2019-02-03 17:40:18,427,1036.8666666666666,2019-02-03 17:4
저도 스캐 개실망해서 톡방 안들어오려다 근질근질 속터져 다시 들어에유,2019-02-03 17:39:37,427,1036.1833333333334,2019-02-03 17:3
그러게여 해나엄마도 억울하게간거져 ㅠㅠ,2019-02-03 17:39:28,427,1036.0333333333333,2019-02-03 17:3
싸우지말자,2019-02-03 17:39:24,427,1035.9666666666667,2019-02-03 17:3
다 캐릭 성향이 다른건데 욕하지 마세용,2019-02-03 17:39:03,427,1035.6166666666666,2019-02-03 17:3
결국 혜나만 스카이감 엄마곁에. . .강제로,2019-02-03 17:38:36,427,1035.1666666666667,2019-02-03 17:3
니말이 똥이야,2019-02-03 17:38:15,427,1034.8166666666666,2019-02-03 17:3
말이냐 막걸리냐 정도가있어야지 어지간하면 무시하고만다 그래 니들얼마나 대단한 엄마될지 참궁금타 ㅉㅉㅉ,2019-02-03 17:37:31,427,1034.0833333333333,2019-02-03 17:3
드라마 해피라 찝찝한거1.혜나죽은건 돈없고 빽없으면 어쩔 수 없는거임? 2.ㅈㄹ많았던 떡밥들은 그냥 우연히 찍힌거? 3.예서 서울의대 보내줘 ㅡㅡ4. 반전 많을것 처럼 하더니 띠용 반전없는게 반전,2019-02-03 17:37:25,427,1033.9833333333333,2019-02-03 17:3
누가 일부러 괴롭혔데? 내가 하지도 않은 말을 ㅋㅋ 무책임한 빵점엄마라고 했는데,2019-02-03 17:37:24,428,1033.9666666666667,2019-02-03 17:3
김  앤 윤 사귀나요?,2019-02-03 17:36:58,428,1033.5333333333333,2019-02-03 17:3
ㅋㅋㅋ 팝콘각이네 둘이 진짜 재밋게 잘 싸운다,2019-02-03 17:35:39,428,1032.2166666666667,2019-02-03 17:3
그게 일부러 애괴롭히려고한거냐 ㅉㅉㅉㅉㅉ,2019-02-03 17:35:36,428,1032.1666666666667,2019-02-03 17:3
싸우지마셔유,2019-02-03 17:35:29,428,1032.05,2019-02-03 17:3
ㅋㅋ,2019-02-03 17:35:11,428,1031.75,2019-02-03 17:3
머 너같은것보단 내가 낫다,2019-02-03 17:35:10,428,1031.7333333333333,2019-02-03 17:3
아프다고 모든걸 합리화 할순 없음..나중에라도 혜나한테 어떻게 찾아가서 합의를 보라 하든지 해야지유 그걸 아픈사람한테 욕을한거마냥 말하면 안되지,2019-02-03 17:35:08,428,1031.7,2019-02-03 17:3
엑설런트해 굳^^,2019-02-03 17:35:00,428,1031.5666666666666,2019-02-03 17:3
영재엄마말은 하지도않았어 해나엄마말한거지 뭐이런것들이있는지 참,2019-02-03 17:34:45,428,1031.3166666666666,2019-02-03 17:3
누가 아픈거 말하나 아빠 안찾아주고 경제적 책임지게 한거 말하는거지 ㅉㅉ  이해력수준하곤,2019-02-03 17:34:29,428,1031.05,2019-02-03 17:3
와 빼박 표절이네,2019-02-03 17:34:21,428,1030.9166666666667,2019-02-03 17:3
다시다,2019-02-03 17:34:09,428,1030.7166666666667,2019-02-03 17:3
내부고발 까지나왔네요 ost표절 맞다고.. 끝났지만 시청자들에게 사과정도는 하는게 예의 아닌가?,2019-02-03 17:33:47,428,1030.35,2019-02-03 17:3
한서진같은 엄마가 백번 좋치바른길로 가니 이제 예서 더 행복하자,2019-02-03 17:33:43,428,1030.2833333333333,2019-02-03 17:3
김은혜 때문에 이사단이 난거유~~,2019-02-03 17:33:34,428,1030.1333333333334,2019-02-03 17:3
아프고싶어서 아픈사람없다 이미친곳들아 에휴 상대를왜해서 ㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉㅉ,2019-02-03 17:33:32,428,1030.1,2019-02-03 17:3
나 놔두고 나 때문에 자살하는영재엄마같은 엄마 좋을 자식 있을까,2019-02-03 17:33:15,428,1029.8166666666666,2019-02-03 17:3
우리 예서네는 거하겠지,2019-02-03 17:33:00,428,1029.5666666666666,2019-02-03 17:3
최수종ㄷㄷㄷ,2019-02-03 17:32:58,428,1029.5333333333333,2019-02-03 17:3
김은혜같이 무책임한 엄마 좋을 자식 있을까,2019-02-03 17:32:49,429,1029.3833333333334,2019-02-03 17:3
난 하나뿐인 내편이 만두 만드는중이야ㅋ,2019-02-03 17:32:37,429,1029.1833333333334,2019-02-03 17:3
우리 예서 가족들은 오늘 저녁은 뭐먹을지 정했으려나 ~?,2019-02-03 17:32:34,429,1029.1333333333334,2019-02-03 17:3
행복님 미안요,2019-02-03 17:32:08,429,1028.7,2019-02-03 17:3
선욕했다고 욕하믄 똑가튼넘 되니 참아,2019-02-03 17:31:51,429,1028.4166666666667,2019-02-03 17:3
마지막회 진쩌 개 오글거리고 결말 개노답 진짜 ...,2019-02-03 17:31:44,429,1028.3,2019-02-03 17:3
그만 싸우고 저녁 뭐먹을지 고민이나 해라돼지갈비찜 vs 파스타 vs 갈치조림,2019-02-03 17:31:42,429,1028.2666666666667,2019-02-03 17:3
법망 교묘하게 빠져나가는 기술로 표절하고  아니라고 우기고..시청자들을 바보로 아나..,2019-02-03 17:31:38,429,1028.2,2019-02-03 17:3
헛소리작작해라 겨울비 ㅉㅉㅉㅉㅉㅉ,2019-02-03 17:31:17,429,1027.85,2019-02-03 17:3
"은혜,영재엄마 빵점 맞는데 ㅈㄹ은 빼줘ㅋ",2019-02-03 17:31:13,429,1027.7833333333333,2019-02-03 17:3
왜 내 생각에 니가 내 닉넴  걸고 반말하고 욕해?,2019-02-03 17:30:59,429,1027.55,2019-02-03 17:3
https://youtu.be/OIKO5n8f9Xg,2019-02-03 17:30:00,429,1026.5666666666666,2019-02-03 17:3
김은혜 영재엄마가 빵점엄마로 내눈에 보인다는데 왜 ㅈㄹ이야~~,2019-02-03 17:29:56,429,1026.5,2019-02-03 17:2
드라마에 너무 기대한게 잘못인가 결론 진짜 띠용~~,2019-02-03 17:29:50,429,1026.4,2019-02-03 17:2
한서진과예서를 좋아해서 행복한 결말은 좋지만 어이없음ㅋ,2019-02-03 17:29:49,429,1026.3833333333334,2019-02-03 17:2
너만 있어야 되는 방이냐 ㅋㅋㅋ 니 생각과 틀리다고 시비터는 니가사회악이야,2019-02-03 17:29:27,429,1026.0166666666667,2019-02-03 17:2
넌 여기서 왜헛소리냐 진짜 너같은멘탈이 악을키우는거다 입그만더렵혀야지 널상대한게한심하다 이리 톡방서 욕해보기도첨이다 ㅉ ㅉ ㅉ,2019-02-03 17:28:48,429,1025.3666666666666,2019-02-03 17:2
먼저 시작은 혜나가 선방,2019-02-03 17:28:45,429,1025.3166666666666,2019-02-03 17:2
한서진과 예서가 행복한 결말 너무 좋아요,2019-02-03 17:28:10,429,1024.7333333333333,2019-02-03 17:2
아니 근데 다끝난 드라마 캐릭터 성격 떄문에 서로 싸운다는게 진짜 재미난 현상이긴 하다 ㅋㅋㅋ 사람의 성격은 다 다르고 고쳐쓰는거 아니니까 서로 존중해주자 예서❤미향,2019-02-03 17:28:05,429,1024.65,2019-02-03 17:2
소울님..땍끼놈..선반하면 안되유~,2019-02-03 17:28:03,430,1024.6166666666666,2019-02-03 17:2
여튼 그 노래 표절 그사건은 뭐임?,2019-02-03 17:28:00,430,1024.5666666666666,2019-02-03 17:2
원곡을 대신 ost로 깔아도 모를 정도로 똑같은데 표절인정안하는 두꺼운 면상은 뭔지...,2019-02-03 17:27:51,430,1024.4166666666667,2019-02-03 17:2
도훈 엄마 ㅋ,2019-02-03 17:27:27,430,1024.0166666666667,2019-02-03 17:2
행복님 소울이 먼저 반말 욕,2019-02-03 17:27:23,430,1023.95,2019-02-03 17:2
곽미향이 혜나한테 먼저 도발한것도 있음 학생회장 못나오게 협박함 ㅋ,2019-02-03 17:27:16,430,1023.8333333333334,2019-02-03 17:2
작가는 자기의 행동은 정당화 된다는 김주영과 미친 오지랍 이수임 편에서 서서 그들이 옳다고 뭔가 엄청 말하고 싶은가 본데 정말 공감 안가네 이 어이 없는 드라마,2019-02-03 17:27:14,430,1023.8,2019-02-03 17:2
이 드라마 결론=혜나처럼 빽없고 돈없으면 죽어도 모른다,2019-02-03 17:27:09,430,1023.7166666666667,2019-02-03 17:2
장난이어도 심한욕은 하지마라,2019-02-03 17:27:00,430,1023.5666666666667,2019-02-03 17:2
넹ㅎ,2019-02-03 17:26:30,430,1023.0666666666667,2019-02-03 17:2
자제 하자,2019-02-03 17:26:17,430,1022.85,2019-02-03 17:2
파국세아 커플 결혼해주세요..,2019-02-03 17:26:12,430,1022.7666666666667,2019-02-03 17:2
오오   스타❤행복ㅋㅋㅋ너무 갔나ㅎㅎ,2019-02-03 17:25:58,430,1022.5333333333333,2019-02-03 17:2
마멜예서❤아갈미향,2019-02-03 17:25:45,430,1022.3166666666667,2019-02-03 17:2
이리와바 니 눈깔 뒤집어 흰자에다아갈머리라 써주까 ㅋㅋㅋㅋ,2019-02-03 17:25:35,430,1022.15,2019-02-03 17:2
주제곡 표절에 대한 사과는 해라.. 시청자들에 대란 예의아닌가?,2019-02-03 17:25:33,430,1022.1166666666667,2019-02-03 17:2
예서❤미향,2019-02-03 17:25:17,430,1021.85,2019-02-03 17:2
예서❤미향,2019-02-03 17:24:56,430,1021.5,2019-02-03 17:2
반전이없는게 반전이라니 ㅋㅋㅋㅋㅋㅋ,2019-02-03 17:24:45,430,1021.3166666666667,2019-02-03 17:2
그따구생각으로 지껄이면 천벌받는다 겨울비 아갈머리 확  ㅉㅉ,2019-02-03 17:24:32,430,1021.1,2019-02-03 17:2
"진짜 온갖 떡밥과 (잠자리 , 사진 등)이 그냥 우연인게 그저 웃기고 ㅋㅋㅋㅋㅋㅋ배드앤딩이였으면 ㄹㅇ 역대급 드라마 됬을텐데",2019-02-03 17:24:28,431,1021.0333333333333,2019-02-03 17:2
"혜나는 애초에 화풀이를 엄한 예서,곽미향 한테 한게 잘못임",2019-02-03 17:24:25,431,1020.9833333333333,2019-02-03 17:2
곽미향 포에버!!!,2019-02-03 17:24:16,431,1020.8333333333334,2019-02-03 17:2
윤세아 이쁘다.,2019-02-03 17:24:00,431,1020.5666666666667,2019-02-03 17:2
난 왜 한서진이 좋디,2019-02-03 17:23:40,431,1020.2333333333333,2019-02-03 17:2
니가 빵점이다 겨울비 ㅉㅉ ㅉ,2019-02-03 17:23:16,431,1019.8333333333334,2019-02-03 17:2
해피앤딩 아니었으면 아닌 대로 난리였을 듯...,2019-02-03 17:23:13,431,1019.7833333333333,2019-02-03 17:2
애 입장에서 생각해 보면 나 때문에 자살한 엄마 아빠를 숨겨서 나를 천덕꾸러기로 만들고험한 세상에 던져지게 만든 엄마빵점엄마지 한서진은 그에 비하면위대한 엄마야.,2019-02-03 17:21:51,431,1018.4166666666666,2019-02-03 17:2
한심하다 겨울비 아빠사랑받고싶어한아이 지자식지키려고 송곳으로 쑤셔파고 죽게만든게 좋은어미냐 ㅉㅉㅉ,2019-02-03 17:20:49,431,1017.3833333333333,2019-02-03 17:2
도발의 끝이 죽음 혜나 불쌍 캐릭터가 다 입체적이라서,2019-02-03 17:20:24,431,1016.9666666666667,2019-02-03 17:2
여자들 질투가 무섭다는 걸 혜나 미향 예서를 보면서 새삼 느낌 . ㅋ 쉽게 해결할 일도 어렵게 만들어 사단을 만들었음 혜나는 준상이 한테 바로 딸이라고 했으면 인생이 그렇게 안 끝났을 텐데,2019-02-03 17:18:28,431,1015.0333333333333,2019-02-03 17:1
ㅉㅉ,2019-02-03 17:17:44,431,1014.3,2019-02-03 17:1
소울 당신만큼은  이해하니 잘난척 마시지,2019-02-03 17:17:36,431,1014.1666666666666,2019-02-03 17:1
아빠를 찾아주지 않고 어린딸 고생시킨게 무슨 잘난 엄마인가 빵점 엄마지,2019-02-03 17:17:01,431,1013.5833333333334,2019-02-03 17:1
겨울비님 이해력빵점이시네 김주영대사 다시잘보삼 ㅉ ㅉ,2019-02-03 17:16:37,431,1013.1833333333333,2019-02-03 17:1
김은혜가 무슨죄? 일부러아펐나 ㅉ,2019-02-03 17:15:36,431,1012.1666666666666,2019-02-03 17:1
막상 해피엔딩 아니였음 찝찝했을듯,2019-02-03 17:15:07,431,1011.6833333333333,2019-02-03 17:1
한서진은 딸바뀜 비극당할만큼 잘못한게 없음. 시청자가 지어낸예측으로 다들 난리였지만작가는 바른길을 선택  박수!!!,2019-02-03 17:13:58,431,1010.5333333333333,2019-02-03 17:1
지 아빠한테 다이렉트로 내가 니 딸이다 밝혔음 안죽었을텐데 그 화풀이를 곽미향 예서한테 해서,2019-02-03 17:12:56,431,1009.5,2019-02-03 17:1
혜나도 한짓이 있어서 ㅋ,2019-02-03 17:11:29,431,1008.05,2019-02-03 17:1
예서 걘 그런것도 모름?완전 바보네,2019-02-03 17:11:11,432,1007.75,2019-02-03 17:1
곽미향 예서 설대 보내기는 실패했지만 더 행복해짐ㅜㅜ예서와 셋트로 혜나를 사지로 내몰고  받는 대가로는 불공평한듯ᆢ예서가 죽었다면 눈물 몇방울로  용서했을까? ㅋ,2019-02-03 17:10:13,432,1006.7833333333333,2019-02-03 17:1
퇴학 아니고 자퇴임 ㅋ,2019-02-03 17:10:02,432,1006.6,2019-02-03 17:1
근데 궁굼한 게 예서는 답안지 빼돌린 거? 어쨌든 그거 몰랐는데 왜 예서가 퇴학 당함??,2019-02-03 17:09:30,432,1006.0666666666667,2019-02-03 17:0
그냥 곽미향 딸 바뀌는게 나았을텐데,2019-02-03 17:08:32,432,1005.1,2019-02-03 17:0
서울의대가 뭐라고 병원장이 뭐라고 이렇게 까지 살아야 하나 회의감 들고 화목한 가족 모습으로 끝났지만 결과는 김주영이 원하던 파국으로 끝남 ㅋ,2019-02-03 17:07:54,432,1004.4666666666667,2019-02-03 17:0
스카이캐슬 2 안나오나여,2019-02-03 17:05:35,432,1002.15,2019-02-03 17:0
곽미향 마음도 이해 감..,2019-02-03 17:05:32,432,1002.1,2019-02-03 17:0
진짜 끝임 그래서 ?,2019-02-03 17:05:13,432,1001.7833333333333,2019-02-03 17:0
혜나 목숨값은 김주영에게 받아야지,2019-02-03 17:04:42,432,1001.2666666666667,2019-02-03 17:0
지금 jtbc에서 19회하는증,2019-02-03 17:04:31,432,1001.0833333333334,2019-02-03 17:0
혜나도 엄마를 잘못 만나 그렇게 불행해진것,2019-02-03 17:04:16,432,1000.8333333333334,2019-02-03 17:0
우유,2019-02-03 17:03:31,432,1000.0833333333334,2019-02-03 17:0
정준호 두사부일체투사부일체생각남 ㅠㅠ,2019-02-03 17:02:34,432,999.1333333333333,2019-02-03 17:0
집에 엄마라는 존재가 잘 버티고 있어야 되지요.엄마역할이 너무 크다. 엄마들의 바른 생각이아이들을 행복하게 해줄 수 있기도불행하게 하기도.. 김은혜 영재엄마는 빵점엄마,2019-02-03 17:02:15,432,998.8166666666667,2019-02-03 17:0
혜나 죽은 뒤  혜나방 청소하는곽미향의 미소 ᆢㅜㅜ눈물 몇방울이 힘없는 혜나의 목숨값? 헐~~혜나엄마에게  한짓도 있는데ㅜㅜ,2019-02-03 17:02:07,432,998.6833333333333,2019-02-03 17:0
다같이 망했어야되 이드라마는 막화에서 망작됫누,2019-02-03 17:01:52,432,998.4333333333333,2019-02-03 17:0
김주영의 분노만 성공한건 팩트 결과만 보면 해피엔딩의 이면임 ㅋ,2019-02-03 17:01:17,432,997.85,2019-02-03 17:0
레코더,2019-02-03 17:01:13,432,997.7833333333333,2019-02-03 17:0
인도카레,2019-02-03 17:00:36,432,997.1666666666666,2019-02-03 17:0
씽크빅,2019-02-03 17:00:26,433,997.0,2019-02-03 17:0
하이마트,2019-02-03 17:00:07,433,996.6833333333333,2019-02-03 17:0
이미 끝난 드라마! 드라마는 드라마일뿐인데 아직 tv속에서 벗어나지 못하고 몰두하는 양반들 많네~재밌게 실컷 다보고 말이지 ㅎㅉ,2019-02-03 16:59:46,433,996.3333333333334,2019-02-03 16:5
드라마는 철저히 김주영이 저주한대로 끝나서 좋았음 ㅋ ㅋ ㅋ,2019-02-03 16:58:57,433,995.5166666666667,2019-02-03 16:5
맞아,2019-02-03 16:58:50,433,995.4,2019-02-03 16:5
흙수저 혜나는 조용히 공부해서 의대에 갔어야 했다,2019-02-03 16:58:17,433,994.85,2019-02-03 16:5
ㅋㅋㅋㅋㅋ아직도 식을줄 모르는 결말 여운...,2019-02-03 16:57:30,433,994.0666666666667,2019-02-03 16:5
얼마나 다행인지 예서집의 결말이...ㅈ,2019-02-03 16:57:28,433,994.0333333333333,2019-02-03 16:5
김주영이 원한대로 남편도 저세상 해나도 저세상 아니꼽던 집안들 다 생채기 낸건 팩트 ㅋ ㅋ 물귀신 작전 성공적,2019-02-03 16:57:02,433,993.6,2019-02-03 16:5
결과라기보단 원했던 결과물을망가지게 했는데 더 해피해진 결과,2019-02-03 16:56:39,433,993.2166666666667,2019-02-03 16:5
나가리 드라마죽은 사람만 불쌍,2019-02-03 16:55:03,433,991.6166666666667,2019-02-03 16:5
