comment,date,page,timestamp(min),hour
부부 2부 개지루,2020-07-25 22:29:33,1,776046.1166666667,2020-07-25 22:2
종이비행기는 아니지 않냐,2020-07-25 22:28:46,1,776045.3333333334,2020-07-25 22:2
여기에디오오빠가왜나오죠?디오오빠는출연안했는데,2020-07-17 15:39:44,1,764116.3,2020-07-17 15:3
저도 같은 생각이었어요 디오 연기 볼 때마다 아이돌 맞아? 라고 놀랄 때가 많았는데 혜윤씨랑 하면 매 회 두 사람 연기력 폭발하겠죠?,2020-06-25 11:24:58,1,732181.5333333333,2020-06-25 11:2
설강화 김혜윤 출연 확정되면 상대배우 도경수가 하면 완전 대박날것 같은데. 둘다 연기 진짜 존잘 ㅠㅠㅠ 아쉽다 군대 가있어서.,2020-06-25 11:07:58,1,732164.5333333333,2020-06-25 11:0
부세 말하는 으르신들 아직 영구치로 만들어 드릴테니 그냥 가세요,2020-06-23 22:31:27,1,729968.0166666667,2020-06-23 22:3
부부의 세계 거론하는것들 아갈머리를,2020-06-20 02:07:51,1,724424.4166666666,2020-06-20 02:0
"스카이 캐슬  발표공개 하자마자  무책임 숨겨 버린 책임 지길...진심과 진실을  알고 있는 모든것과 집안걸고,.",2020-06-19 23:30:04,1,724266.6333333333,2020-06-19 23:3
셤공부 안하고 스캐 정주행즁 ~~^~^,2020-06-17 10:41:55,1,720618.4833333333,2020-06-17 10:4
ham님은...안다니는데 없네...ㅋㅋㅋ.관계자신가??,2020-06-14 02:57:08,1,715833.7,2020-06-14 02:5
작가가 누구신지  탄탄한 구성력에배우들 연기 너무 좋네요,2020-06-13 00:26:18,1,714242.8666666667,2020-06-13 00:2
뭐뉴,2020-06-11 13:15:11,1,712131.75,2020-06-11 13:1
비교질 하는 수준 딩초냐,2020-06-11 01:28:35,1,711425.15,2020-06-11 01:2
한국 사회의 교육 현실을 적나라하게 보여주어서 너무 재밌어요,2020-06-08 21:20:14,1,708296.8,2020-06-08 21:2
와...재밌네..몰아보기 했는데  멈출수가  없었음!최고 !,2020-06-06 00:42:11,1,704178.75,2020-06-06 00:4
오늘 정주행 끝 ! 재밌었다,2020-06-05 18:09:52,1,703786.4333333333,2020-06-05 18:0
예서가 제일 불쌍하다,2020-06-01 20:20:47,1,698157.35,2020-06-01 20:2
혜나 죽고 더 노잼...,2020-05-31 09:23:48,1,696060.3666666667,2020-05-31 09:2
웃긴게 어른들이 더 싸움,2020-05-31 09:23:26,1,696060.0,2020-05-31 09:2
앞으로 스포하는놈들 아갈머리를 확 찢어버릴라,2020-05-30 22:21:47,1,695398.35,2020-05-30 22:2
그냥 갑자기 생각나서 와보니 토크가 있더구나,2020-05-30 03:40:04,2,694276.6333333333,2020-05-30 03:4
부세보는 아지메들이 와서 시청률 뛰어넘었다.. 이렇게 다니심ㅋㅋ 요즘 들마 톡방에도 그런사람들 보여요;,2020-05-23 18:40:44,2,685097.3,2020-05-23 18:4
교도소 셋탑박스 맘카 공격 계속 합니다,2020-05-22 19:16:00,2,683692.5666666667,2020-05-22 19:1
왜이렇게 부부의 세계랑 비교질 하는거임?,2020-05-20 19:17:10,2,680813.7333333333,2020-05-20 19:1
밑에 부부의 세계 명대사 없으시다는 분... 부부의 세계와 사랑에 빠진게 죄는 아니잖아! Sky캐슬 재밌니?,2020-05-19 07:54:04,2,678690.6333333333,2020-05-19 07:5
스카이 캐슬 부부의 세계 둘 다 다른 장르인데 욀캐 비교하는 거지... 이거는 이거대로 재밌고 부부의 세계는 그거대로 재밌는 건디,2020-05-19 07:50:54,2,678687.4666666667,2020-05-19 07:5
스캐 본방으로 볼때도 톡방 엄청나게 활발하고 재밌었는데 부부의 세계는 진짜 얼마나 대단한겨 ㄷㄷ 대박,2020-05-19 07:49:44,2,678686.3,2020-05-19 07:4
스캐는 톡수는 적구낭,2020-05-18 03:33:18,2,676989.8666666667,2020-05-18 03:3
오...톡방이 아직도 있네,2020-05-18 02:00:19,2,676896.8833333333,2020-05-18 02:0
결말만 좀 더 탄탄했어도 명작이었을텐데,2020-05-18 01:38:07,2,676874.6833333333,2020-05-18 01:3
구르미가 톡 300만 넘는다,2020-05-17 01:12:25,2,675408.9833333333,2020-05-17 01:1
부세 결말 풉ㅋ,2020-05-17 00:35:07,2,675371.6833333333,2020-05-17 00:3
부세가 더 재미있어요,2020-05-17 00:04:43,2,675341.2833333333,2020-05-17 00:0
1년전거긴 하지만 와......이거 진짜 갓띵작ㅠ,2020-05-16 23:51:21,2,675327.9166666666,2020-05-16 23:5
스캐넘 꿀잼이요ㅠㅠ오늘 몰아보기 했는데명장그자체네요ㅠ^ㅠ,2020-05-16 23:50:44,2,675327.3,2020-05-16 23:5
솔직히 스캐가 더 잘 만든듯,2020-05-16 15:57:21,2,674853.9166666666,2020-05-16 15:5
스캐 ㄹㅈㄷ인데 부세 한테 뺏겼네요,2020-05-14 14:10:44,2,671867.3,2020-05-14 14:1
부세보다 톡수 많은데 있어요 ㅎ,2020-05-10 13:09:09,2,666045.7166666667,2020-05-10 13:0
ㅋㅋㅋㅋ 뭘 그렇게 잘났다구,2020-05-10 13:08:50,2,666045.4,2020-05-10 13:0
애초에 톡수가 쨉도 안되네..부세 200만 돌파 ㄹㅈㄷ,2020-05-10 12:21:55,2,665998.4833333333,2020-05-10 12:2
너무 짜증나고ㅈ같으면 연기잘하는거겟지..?,2020-05-06 02:34:10,3,659650.7333333333,2020-05-06 02:3
정주행하고있는데 김혜나 개빡친다 ㄹㅇ,2020-05-06 02:33:34,3,659650.1333333333,2020-05-06 02:3
부부의 세계가 스캐를 뛰어넘다...,2020-05-04 02:16:43,3,656753.2833333333,2020-05-04 02:1
WANDS야 댓 싹다 삭제 해라 ㅋ,2020-05-03 20:38:34,3,656415.1333333333,2020-05-03 20:3
WANDS는 관심이 필요합니다 관심을 주세요~~,2020-05-03 20:37:49,3,656414.3833333333,2020-05-03 20:3
그토록 굳건히 악플달던애가 내 닉넴까지 언급하면서 부들대는거보니까 기분 개좋네 ㅋㅋㅋㅋㅋㅋㅋㅋ 수준 딱보인다 댓글로는 n번방이네 일베네 이러면서 반격 잘한거마냥 히죽대지만 현실에선 개 부들거리면서 주먹으로 벽치다가 손 골절되서 깁스하고 즙짜고있을듯 ㅠㅠ 화이팅!!,2020-05-03 20:37:01,3,656413.5833333334,2020-05-03 20:3
세상에 뭔 저런애가 있냐 ㅋㅋㅋㅋ,2020-05-03 20:34:37,3,656411.1833333333,2020-05-03 20:3
나는야 장애 그자체~~ 답글로 부들부들 대지요~~,2020-05-03 20:33:26,3,656410.0,2020-05-03 20:3
엄마아빠 미안 ㅠㅠ 나 맨날 악플달고살아 엄마아빠도 이런 내가 자랑스럽지? 히히,2020-05-03 20:31:07,3,656407.6833333333,2020-05-03 20:3
저는 부모없는 호구입니다^^ 690님 짱짱 존경해요 욕한거 정말죄송합니다 히힛 부부의세계 망해랑,2020-05-03 20:30:34,3,656407.1333333333,2020-05-03 20:3
부세는 초반에 잼났는데 까발린 저녁식사부터 힘빠짐 그래도 스캐가 더 잘 만든거 같다,2020-05-03 15:15:19,3,656091.8833333333,2020-05-03 15:1
어떤환경에서 자라야 너같은 애가 되는지 궁금했어이거 여기 대사라는데 맞나여..?,2020-04-27 02:12:12,4,646668.7666666667,2020-04-27 02:1
죄송합니다... 저는 장애 그 자체입니다ㅠㅠ 용서해주십쇼 다음부터 절대 안그러겠습니다 부부의세계 망해라 개망작 더러운 벌레드라마,2020-04-26 15:11:43,4,646008.2833333333,2020-04-26 15:1
WANDS야 자식은 부모의 거울이래 니가 여태 드라마 톡방에 싸지른 욕설 전부다 캡쳐해뒀어 ㅋㅋㅋ 니가 제일 답없고 일베 N번방급임 ㅎㅎ 나중에 더모아서 한꺼번에 퍼트릴려고 히힛,2020-04-26 15:06:25,4,646002.9833333333,2020-04-26 15:0
ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,2020-04-26 09:04:22,4,645640.9333333333,2020-04-26 09:0
"둘다 최고입니다스캐는 창작 시청률 최고 , 부세는 리메이크 시청률 최고둘다 스타일도 다릅니다 거기다가 둘다 JTBC에서 방송되었으니 역대로봐도 둘다 최고입니다",2020-04-26 08:58:19,4,645634.8833333333,2020-04-26 08:5
690 / 누구세요 ? 첨듣는 소리인것 같은데혹시 행동보니까 일베나 N번방 멤버신가요 ? 말좀 가려하세요 멍청한 티 그만 내시고요  일베나 N번방 멤버들은 다 그렇게 하는게 일상 인가요 한심합니다 ㅉㅉㅉ,2020-04-26 08:54:25,4,645630.9833333333,2020-04-26 08:5
"스캐는 오스트에선 위올라이 하나라도 건졌고 전적으로 믿으셔야 합니다~,  아갈머리, 어머머, 너 맞구나~ 같은 재밌는 유행어 많이 남김. 부부의 세계는 뭐 있냐? 시청률만 높지 . OST는 타드한테 밀리고 유행어도 기억나는게 하나도 없고 기억에 남는 명대사도 없네?",2020-04-26 08:34:35,4,645611.15,2020-04-26 08:3
WANDS 다른드라마 톡방에선 악플 씹오지게다는앤데 여기선 좋은말로 포장하네 ㅋㅋㅋㅋ 한심 그자체,2020-04-26 08:25:16,4,645601.8333333334,2020-04-26 08:2
150만가자,2020-04-26 08:17:40,4,645594.2333333333,2020-04-26 08:1
ㅋㅋ,2020-04-26 08:17:33,4,645594.1166666667,2020-04-26 08:1
스카이캐슬은..너무 재밌었다 진심 ㅋㅋ,2020-04-25 11:50:55,4,644367.4833333333,2020-04-25 11:5
부부의 세계가 지금 시청률 최고로 거의 찍어가는건사실이지만 이제 좀 정확히 정리해드려야 할것 같네요부부의 세계는 미국 리메이크작품 입니다 하지만스카이 캐슬은 한국 순수 창작작품 입니다 즉한국창작 작품으로는 케이블 드라마 스카이캐슬이 시청률 최고이고 리메이크 작품으로 부부의 세계는 케이블 드라마 시청률 최고입니다 둘다 각자 창작과 리메이크 작품에 차이가 있습니다 이점 때문에 저는 스카이 캐슬을 더 높이 평가하고 싶은점이고 스카이 캐슬이 있었기에 새로운 도전으로 더 자극적인 부부의 세계가 나올수 있었다고 봅니다 결론은 부부의 세계는 스카이 캐슬을 넘고 말고가할수없는 위치인 리메이크작품 입니다 JTBC에서 tvn 시청률을 넘어서는 작품 두개가 JTBC에서 나온것만드로 혁신이라고 생각합니다 둘다 최곱니다,2020-04-25 02:10:45,4,643787.3166666667,2020-04-25 02:1
ㅜㅜ 근데 스캐는 다 좋고 괜찮았는데. 혜나 죽고나서 까지만 명작이고 그후엔 별볼일 없는듯... 왜 총 20화인지? 결말만 괜찮게 잘다뤄주던가... 그럼 명작 될수도 있었는데 결말이 넘 흐지부지해서 넘 아쉽네... 자극적인 혜나 죽는 내용 보여줬으면 좀 더 자극적이고 막장스럽게 끝까지 내용 다루지... 급 해피엔딩은 어색하긴 했다... 스캐 첨 보시는 분들 마지막화는 진ㅉㅏ 싱거움,2020-04-19 09:20:57,4,635577.5166666667,2020-04-19 09:2
걍 스캐도 막장임,2020-04-19 01:42:24,4,635118.9666666667,2020-04-19 01:4
작품성은 스카이캐슬은 대박이었고 단 막방때스포 걸려서 막방 다른결말되서 막방이 흐지부지한막장이었고 이점빼곤 스카이 캐슬 최고였고부부의 세계는 작품성은 없지만 몰입과 연기가 자극성 강한 드라마 시청률은 스카이캐슬하고 대결구도 단계될것같고 톡수는 사실상 이미 부부의 세계누 8회만에 100만 최초 드라마 기록이라서 16회면 200만톡도 충분히 갈수도 있을듯 현재로선 150만톡은 거의 확정적이고,2020-04-19 00:43:43,4,635060.2833333333,2020-04-19 00:4
생각보다 훨씬 재밌고만,2020-04-18 14:55:34,4,634472.1333333333,2020-04-18 14:5
스카이캐슬이 부부의세계보다 재밌는듯,2020-04-18 00:37:17,4,633613.85,2020-04-18 00:3
그냥 전통적 개막장 드라마임. 재미는 나름 있음.,2020-04-18 00:09:09,4,633585.7166666667,2020-04-18 00:0
레전드다 1회 엔딩부터 시작해서 미친듯이 봤다.. 12회 돌파..앞으로 더 기대된다 ㅠㅠ 너무 잼써..,2020-04-17 18:16:09,4,633232.7166666667,2020-04-17 18:1
완전 막장 드라마. 이런 유치찬란한 드라마도 찾기 힘들 듯.어제 오늘 이틀동안 보고 너무 어이가 없었다.,2020-04-17 16:49:43,4,633146.2833333333,2020-04-17 16:4
이게 그리 재밌음 ??? 봐볼까..,2020-04-15 10:27:27,5,629884.0166666667,2020-04-15 10:2
김혜윤 예서가 부부의 세계 지선우 딸이었으면 ㅋㅋhttps://bit.ly/2XxQ3zh,2020-04-14 12:29:59,5,628566.55,2020-04-14 12:2
부부의세계가 더 재밌음.,2020-04-12 12:13:54,5,625670.4666666667,2020-04-12 12:1
오늘 결방임?,2020-04-10 23:16:25,5,623452.9833333333,2020-04-10 23:1
집콕 하면서 정주행중. 지금 봐도 김혜윤 연기 쩐다 ㅜ.ㅜ 진짜 너무 잘해 🙌🏻❤️,2020-04-09 04:21:13,5,620877.7833333333,2020-04-09 04:2
부부의 세계 잘하면 이기록 백퍼깬다,2020-04-08 23:34:24,5,620590.9666666667,2020-04-08 23:3
부부의 세계 19세꺼 잔인하지않던대 왜 19세 이상꺼?,2020-04-08 10:21:39,5,619798.2166666667,2020-04-08 10:2
부부의세계가 23%기록 잘하면 깰듯,2020-04-06 16:06:48,5,617263.3666666667,2020-04-06 16:0
2백만 고고,2020-04-06 01:34:28,5,616391.0333333333,2020-04-06 01:3
2백만 가보자,2020-04-06 01:33:55,5,616390.4833333333,2020-04-06 01:3
ㅋㅋ,2020-04-06 01:33:34,5,616390.1333333333,2020-04-06 01:3
ㅋㅋ,2020-04-06 01:33:27,5,616390.0166666667,2020-04-06 01:3
정주행중,2020-03-31 13:46:28,5,608483.0333333333,2020-03-31 13:4
그걸왜여기서말함 스캐가짱이야,2020-03-28 16:43:24,5,604339.9666666667,2020-03-28 16:4
부부의세계 드라마봐라 부부의세계가 더재밌음,2020-03-28 11:53:37,5,604050.1833333333,2020-03-28 11:5
아 진짜 너무 열받아 예서나 그엄마나 염정아 개시른데 연기 잘하네,2020-03-27 20:28:32,5,603125.1,2020-03-27 20:2
오나라 넘 이쁨~~~,2020-03-27 20:10:41,5,603107.25,2020-03-27 20:1
구라야~~~ 다 구라야~~~,2020-03-27 16:32:36,5,602889.1666666666,2020-03-27 16:3
위올라이 텔미더트루스,2020-03-26 23:09:44,5,601846.3,2020-03-26 23:0
정주행시작,2020-03-21 22:37:49,5,594614.3833333333,2020-03-21 22:3
아이들을 이용하지말길.,2020-03-21 13:27:29,6,594064.05,2020-03-21 13:2
막댓,2020-03-21 00:30:17,6,593286.85,2020-03-21 00:3
막댓,2020-03-19 00:52:00,6,590428.5666666667,2020-03-19 00:5
막댓,2020-03-18 17:04:27,6,589961.0166666667,2020-03-18 17:0
근수있었네,2020-03-17 16:21:55,6,588478.4833333333,2020-03-17 16:2
막댓ㅅㄱ,2020-03-16 16:53:54,6,587070.4666666667,2020-03-16 16:5
재밌다,2020-03-15 22:55:26,6,585992.0,2020-03-15 22:5
ㅍ오너노어ㅠ옫ㅎ옹ㄱ,2020-03-10 21:56:28,6,578733.0333333333,2020-03-10 21:5
ㅑ태ㅛ타ㅛ탯캐ㅛㅔ세ㅕ댜,2020-03-10 21:56:23,6,578732.95,2020-03-10 21:5
ㅜ다아어야뎌ㅕㅇㅇ,2020-03-10 21:56:09,6,578732.7166666667,2020-03-10 21:5
끝까지 다 봤어서 그런지 마멜 너무 귀여워... 사랑스러워... ㅜㅜㅜㅜㅠㅠㅠㅠㅠ 싸가지없게 말해도 마멜은 마멜이다 너무 귀여워,2020-03-10 16:17:08,6,578393.7,2020-03-10 16:1
지금 1화보는데 어머님들 정보력에 모든걸 내던지고 발품팔이가 축지법 같이 빠르시네 무섭다 헬리콥터맘,2020-03-09 23:36:57,6,577393.5166666667,2020-03-09 23:3
재밌네.예서진짜꼴뵈기시름.그정도로 연기를 잘하는듯ㅋㅋ,2020-03-09 05:54:46,6,576331.3333333334,2020-03-09 05:5
웅기,2020-03-06 08:33:36,6,572170.1666666666,2020-03-06 08:3
ㄷㄷ,2020-03-04 20:24:24,6,570000.9666666667,2020-03-04 20:2
20화빼면 진짜역대급드라마 신선한소재에 여러요소들을 다루었지만 억지스럽지않고 굉장히 자연스럽고 매화매화가 흥미진진하고 많은걸 생각해보게됨 스카이캐슬정식주민은 아니지만 그래도 같이부대끼던 혜나가 죽었는데도 서로 다투던모습은 웃겼으나 한편으로는 소름이돋았음 사람이죽었는데 남의자식범인으로 몰아가며 집값걱정에 소문걱정 지리는 블랙코미디,2020-03-04 00:46:32,6,568823.1,2020-03-04 00:4
비상식적이다 라는 말은 진짜 이해가 안된다 진짜..그나마 드라마가 재미없다 이런말은 이해할 수 있는데 드라마는 말그대로 드라마임. 연극하는거. 굳이 실상을 따라해서 작품을 만들어야 되는거임?? 허상이 추가 되더라도 재미있게만 만들면 되는구만 우리나라 사람들 참이상해,2020-03-02 13:03:01,6,566679.5833333334,2020-03-02 13:0
드라마중 과연 탑이라고 본다..본방사수했지만 또 봐도봐도 질리지않는...걸작오래오래기억할수있는 드라마또 만들어주세요.,2020-03-01 07:46:32,6,564923.1,2020-03-01 07:4
1회 시청률 1.7를 시작해서 쭉~ 올라갔네요대단한 드라마!!,2020-02-29 22:15:59,6,564352.55,2020-02-29 22:1
스포도 처벌해야함다,2020-02-27 08:26:08,6,560642.7,2020-02-27 08:2
실제로 전교 1 2등은 치열,2020-02-27 08:25:31,7,560642.0833333334,2020-02-27 08:2
마지막회 내가 뭐보고 있지...,2020-02-27 08:25:11,7,560641.75,2020-02-27 08:2
예서 이쁘니,2020-02-26 02:10:22,7,558826.9333333333,2020-02-26 02:1
예서 귀요미,2020-02-25 14:21:10,7,558117.7333333333,2020-02-25 14:2
예서 싸가지,2020-02-24 12:56:53,7,556593.45,2020-02-24 12:5
지금 정주행중,2020-02-23 00:53:33,7,554430.1166666667,2020-02-23 00:5
모야 왜 실시간 임?,2020-02-22 22:00:29,7,554257.05,2020-02-22 22:0
다시 정주행 중인데 대학 가기 싫어진다...,2020-02-22 17:42:16,7,553998.8333333334,2020-02-22 17:4
?,2020-02-22 12:46:08,7,553702.7,2020-02-22 12:4
ㅎㄷㄷ,2020-02-18 19:21:09,7,548337.7166666667,2020-02-18 19:2
추억 회상하러 다시 오신분 손 🤚,2020-02-17 00:46:40,7,545783.2333333333,2020-02-17 00:4
안녕하세요,2020-02-16 22:41:30,7,545658.0666666667,2020-02-16 22:4
ㄹㅇ띵작 내가본드라마중에 다섯안에꼽음,2020-02-15 22:13:00,7,544189.5666666667,2020-02-15 22:1
ㅎㅇ?,2020-02-14 22:11:53,7,542748.45,2020-02-14 22:1
아,2020-02-09 23:14:23,7,535610.95,2020-02-09 23:1
기본적인 대한민국의 현실. 공부하다 죽으면 잘 죽은거,2020-02-08 23:46:33,7,534203.1166666667,2020-02-08 23:4
엘레느 저 ㅅㄲ 왜 저래;;재미 없음 안보면 될걸 왜 채팅창까지 들어와서 누구도 안궁금한 얘기로 도배를 하는거ㅋ,2020-02-05 10:30:42,7,529087.2666666667,2020-02-05 10:3
왓챠로 다시 정주행하고 왔는데 진짜 재밌다ㅜㅜ,2020-02-02 18:56:53,8,525273.45,2020-02-02 18:5
김주영 같은 캐릭터도 있나 황당하다,2020-01-31 10:55:36,8,521912.1666666667,2020-01-31 10:5
왜 이 드라마가 인기 있는건지 이해도 안가고 저런게 실제 있는건지 참 씁쓸하네 과장되고 허상이 많네,2020-01-31 10:31:10,8,521887.73333333334,2020-01-31 10:3
오랜만에 왔는데 엘레느님은 꼬박꼬박 찾아와주셨군요++ 저두 분발하겠습니다!! 오랜만에 정주행도 해야겠네요,2020-01-30 00:46:00,8,519862.56666666665,2020-01-30 00:4
이태란 웃긴다,2020-01-29 16:51:59,8,519388.55,2020-01-29 16:5
JTBC결제해 보는데 재미는 없다 자식있는 사람들은 아이들 교육 시키기 때문에 봤나본데 좀 지루하다,2020-01-28 23:03:02,8,518319.6,2020-01-28 23:0
드라마 우울하고 비상식적이고 재미없다,2020-01-28 22:02:49,8,518259.38333333336,2020-01-28 22:0
나도 보는데 재미도 공감도 잘 못하겠다 왜 인기가 있던거지 사교육을 말하기 위해 드라마 한건가본데 이런 세상 있다는게 놀랍다,2020-01-28 00:02:59,8,516939.55,2020-01-28 00:0
일루미나티를 위한 일루미나티의 사상 사타니즘 모든게 들어간 드라마 첨부어 끝까지 악마적임 사람의 귀신들림 배우들 얼굴을 다이아형태에  비추어 계속 여러개의 자아를 보여줌 드라마전체가 사람들에게 피라미드의 구조 세상을 받아들이라고 강요하고 전파 대한민국에서 이렇게 일루미나티 사상이 들어간 드라마는 첨봄,2020-01-26 11:23:17,8,514739.85,2020-01-26 11:2
본방으로 못보고 이제야 넷플릭스로 정주행한번 때렸는데.. 진짜 최대피해자는 강예서다.. 고위층 죽어버려 그냥..,2020-01-26 02:58:05,8,514234.65,2020-01-26 02:5
자세한  줄거리도 없고 내용도 자극적이고 자살에 짜증나는데 왜 인기가 높았던건지 선뜻 이해는 안간다,2020-01-26 00:33:57,8,514090.51666666666,2020-01-26 00:3
출연자들이 성질 내는 장면은 다소 불편하네 찬희 나와서 보는데 사실 학생도 학부모도 아니라서 공감은 많이 못하겠다,2020-01-25 23:54:28,8,514051.0333333333,2020-01-25 23:5
3일에 걸쳐서 정주행 했는데 진심 오늘 눈물 콧물 다 뺌ㅠㅠㅠ 명작이다 개재미있음ㅠㅠㅠㅠ,2020-01-25 03:54:45,8,512851.31666666665,2020-01-25 03:5
정주행중인데 예서가 젤 불쌍한거같애 ㅠㅠ 아 혜나 역활 진짜 밉상이다,2020-01-22 13:20:48,8,509097.36666666664,2020-01-22 13:2
정주행하고왔는데 진심 재밌다 ㅜ ㅜ  3번정주행했는데 혜나라는캐릭터는 악바리로 버티고 심지어악역처럼보일때도있었는데 유일한 버팀목인엄마가돌아가시고 아빠는 떵떵거리면서 자기라이벌이랑 잘사는데 나같아도 눈돌아갔다 볼때마다 너무짠해 혜나는 자기가 좀더행복해지려고 죽을힘을다해 살았다는거 생각하니까 슬프네 아쉽고,2020-01-22 02:11:11,8,508427.75,2020-01-22 02:1
아 다시 정주행중인데 진짜 혜나 캐릭터 비호감이긴 하다 예서가 스트레스 받을만 하긴 한데 배우는 다 좋아하는데 배우인뎈ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아 감정이입하지말쟈 앜!,2020-01-20 20:51:49,8,506668.38333333336,2020-01-20 20:5
"진짜 스캐 2 나왔으면 좋갰지만 ,, 그래도 스캐 진짜 잘 받어용 !!차세리 언니 사이다 장면 다시 보고싶다 ㅠㅠ",2020-01-19 21:14:26,8,505251.0,2020-01-19 21:1
저는 박민혁   하버드생 아빠 캐릭터가 젤 재밌고 연기도  좋았습니다 ㅎ,2020-01-17 16:05:28,8,502062.0333333333,2020-01-17 16:0
"넘 잼께 잘 봤습니다계속되는 긴장감 , 전혀 지루함 없었습니다최고",2020-01-17 16:04:18,8,502060.86666666664,2020-01-17 16:0
어 아직도 톡방이 있네요,2020-01-17 00:27:45,8,501124.31666666665,2020-01-17 00:2
저도 이제야 정주행 했어요 꼭 봐야할 드라마 였네요 교훈을 강하게 주네요ㅠ,2020-01-14 13:44:00,9,497600.56666666665,2020-01-14 13:4
이제야 정주행했는데 너무 좋은 드라마네요! 배우들 연기도 최고!!!왜 스카이캐슬 스카이캐슬 했는지 알겠어요,2020-01-13 11:00:49,9,495997.38333333336,2020-01-13 11:0
헐 그러네요 저는 오후 5시로 봤어요 ;; 이번주 편성표 정말 웃기네요 지금까지 챙겨 본 사람들은 좀 어이없을거 같네요,2020-01-11 01:08:54,9,492525.4666666667,2020-01-11 01:0
근데 내일 방영분은 새벽이네요.. 12시에 할 줄 알았는대,2020-01-10 22:54:36,9,492391.1666666667,2020-01-10 22:5
가을이가 범죄자ㅡ 공부만 하느라 어무것도 모르는 순진한  미성년자 꼬셔서 성관계 한건데... 이걸 남녀를 바꿔서 생각해보면 성인이 미성년자 꼬심 범죄임,2020-01-10 22:54:07,9,492390.68333333335,2020-01-10 22:5
"아 진짜 쓰앵님,, 저 정주행함니당,,!",2020-01-10 20:53:48,9,492270.36666666664,2020-01-10 20:5
찐찐 언니 넘 예쁘고 연기 완전 잘해요!찐찐커플 짱!!!!,2020-01-08 03:54:13,9,488370.7833333333,2020-01-08 03:5
경찰 중 하나는 봄밤 정해인 친구네~반갑네요,2020-01-04 16:20:23,9,483356.95,2020-01-04 16:2
솔직히 가을이가 xx년인건 맞지 가을이가 누나고 성인인데 미성년인 고1인가 중3을 꼬셔 ㅋㅋ 진짜 못됬지 쓰레기지 눈물닦아주면서 귓속말하고 손잡고 포옹하고 침대눕고 쓰레기지 못배우고 인성도 안좋은애맞지,2020-01-03 16:41:00,9,481937.56666666665,2020-01-03 16:4
"""혜나역배우가 양심이 있다면 자기가 명작말아먹은 건 미안해하겠지는"" 무슨 개소리죠?!",2019-12-31 01:38:05,9,476714.65,2019-12-31 01:3
본방할 때는 뉴스에 나오고 나서 몇회만 봐서 몰랐는데 이수임 진짜 못됐다. 자기만 옳다고 생각하고 남의 아픔 들쑤시고,2019-12-28 22:36:25,9,473652.98333333334,2019-12-28 22:3
망치고싶었다기보단 망치기 쉬웠던거 아닐까요?,2019-12-26 13:52:27,9,470249.01666666666,2019-12-26 13:5
근데 왜 김주영은 차교수가 아닌 한서진 가정을 택한걸까요? 뭔가 더 망치고 싶은 이유가 있었을까요?,2019-12-26 12:39:23,9,470175.95,2019-12-26 12:3
그리고 이태란방식도 폭력임 이태란 논리로 백분토론 나오면 10분도 안되서 바닥나고 벙어리됨 생각은 나름 개혁적인데 보여지는 언행과 방식은 다분히 독재적이고 폭력적임 드라마라서 마구잡이로 끌고가고 끝냈지만 이태란역할이 사회와 인간에 대한 기본적인 이해도 없는 무식한 인물임 물론 다른 등장인물들은 말할 것도 없음,2019-12-24 20:42:02,9,467778.6,2019-12-24 20:4
한번 봤으면 스카이캐슬은 혜나전과 혜나후로 나뉜다는 거 알아야지 혜나전은 명작/(혜나엄마죽은)혜나후는 망작. 혜나역배우가 양심이 있다면 자기가 명작말아먹은 건 미안해하겠지,2019-12-24 20:31:40,9,467768.23333333334,2019-12-24 20:3
예전에 보고 다시 봤는데도 혜나가 왜 지아빠 찾는다 그러는 건지 이해가 안댐ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 아니 어제 무엇이든 물어보살에도 엄마찾는 사람 나왔는데 서장훈도 오래됐으면 거기서 안반가워한다고 찾지말라고 하고 유투브보면 댓글도 다 그게 맞다고 하는데 저 드라마 방영땐 간통죄도 폐지된 때고 사실 간통죄조차도 아닌데 왜 심술부리는건지 진짜 선악을 떠나서 헤나 행동에 무슨 근거가 없음ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 고2인 나도 저렇진 않는데 죵나 무식해,2019-12-23 18:53:18,9,466229.86666666664,2019-12-23 18:5
