comment,hour,pos,neg
ㅇㅇ,2019-02-06 13:4,0,0
우리나라 5000 년 역사에서 약자가 그나마 존중받고 인권을 누리게된게  불과 100 여년 정도 밖에 안됨  ㅡㅡㅡ,2019-02-06 13:4,1,0
드라마 얘기하자니깐 뭔 소리지,2019-02-06 13:4,0,0
도대체 왜 !!!!!!!,2019-02-06 13:4,0,0
예전 설엔 가족들이랑 윤식당 시즌2 봤었는데 tvn은 뭔생각인지 갑자기 커피프렌즈나 내고~ 식당 컨셉은 차라리 윤식당으로 계속 갔어야지 즈그들 무덤 즈그들이 판 케이스.. 그래도 이번 설은 스카이캐슬이 살린듯.. Jtbc는 싫지만 스카이캐슬은 짱이다 ㅎㅎ 가족들과 수다떨면서 캐슬 재방송 정주행 재밌었슴돠 ㄱㅅㄱㅅ,2019-02-06 13:4,2,0
인간 세계와 역사에서는 악의 승리가 훨씬 많았죠  단지 근대 이후 민주주의와 이성의시대가 열리며 인간의 존엄성이 함양되면서 약자도 그나마 살 만한 사회가 된거죠 ㅡㅡㅡㅡㅡ,2019-02-06 13:4,2,1
소시오패스 곽미향......사이코패스  김주영,2019-02-06 13:4,0,0
뭔 소리들이신지,2019-02-06 13:4,0,0
마지막 연휴~~ 집에 있기 너무 억울하지만 ㅋㅋ 스카이캐슬이 함께여서 ㅋㅋ 좋으네요<~ 17회때 너무 울었습니당 ㅠㅠ,2019-02-06 13:3,0,0
동물 세계는 선과 악이 존재하지 않고 오직 생존본능과  약육강식의 룰만 있다는건 다들 아실테고  ㅡㅡㅡ,2019-02-06 13:3,0,0
작금의 사회와 세상이 유지되는건 그나마 선이 악의 우위에 있기 때문이라고 생각하지 않으십니까?,2019-02-06 13:3,0,1
악이 선을 이기고 잘 먹고 잘 누리고 살다가 수명을 꽉 채우고 살다가 죽죠 ㅡㅡㅡㅡ 김 일성,2019-02-06 13:3,2,0
오늘은 마지막회  까지 다보는건데..아무것도 못하고   티비만 봐야는게  좀 약오르네요 ㅋ,2019-02-06 13:3,0,0
인간 역사 전체를 본다면  악의 승률이  훨씬 높다고 봅니다 ㅡㅡㅡㅡ,2019-02-06 13:2,0,1
18화 하네요,2019-02-06 13:2,0,1
다들 잼나다 한 이유가 있네요..정주행중인데 넘 재밌어요~,2019-02-06 13:2,1,0
결국은 사필귀정이죠..예서는 지금 선과악의 경계선에 있는것 같은데..악은 결코 선을 이길수 없죠,2019-02-06 13:2,0,1
18회도 하는거죠??,2019-02-06 13:2,0,0
전개가 재밌네요,2019-02-06 13:2,0,0
햄버거세트,2019-02-06 13:2,0,0
박나래는 무엇?,2019-02-06 13:2,0,0
17회 끝 광고중,2019-02-06 13:2,0,0
학력고사  전국 1 등 열 받았다   ㅡㅡㅡ  다 죽었어,2019-02-06 13:2,0,0
이와중에 본죽,2019-02-06 13:2,0,0
어디야 !! ~~~~~,2019-02-06 13:2,0,0
네 ㅎ 저도 이만 빠져요 즐감,2019-02-06 13:1,0,0
정신건강을 생각해서 이만 빠져요,2019-02-06 13:1,0,0
네 ㅋ ㅋ ㄱ,2019-02-06 13:1,0,0
무시하세요 저런 거,2019-02-06 13:1,0,0
우주가족 빼고 승혜빼고 주연급들 다들 쓰레기 다들 연기를 너무 잘하셨지,2019-02-06 13:1,1,0
쓰레기를 쓰레기라 한게 잘못임? ㅋ 아 본인을 보는것같아서 열받았나 ㅋ ㅋ알겠어여,2019-02-06 13:1,1,0
헐,2019-02-06 13:1,0,0
OOO하고있네,2019-02-06 13:1,0,0
ㅋ 반사,2019-02-06 13:1,0,0
이젠 욕까지 나오네요  ㅜ,2019-02-06 13:1,0,2
반사 ㅋ,2019-02-06 13:1,0,0
발라뿐손/ 모르스 부호 쓰세요?,2019-02-06 13:1,0,0
태풍전야야 쌉쳐 그냥,2019-02-06 13:1,0,0
네 ㅋ ㅋ ㅋ 연기자들이 연기를 몰입되게 잘 해서 그렇지 주연급들 대부분이 쓰레기입니다 ㅋ,2019-02-06 13:1,1,0
마저요 차교수 ㅋㅋ,2019-02-06 13:0,0,0
발라뿐 손/ 맞춤법 좀 맞춰요,2019-02-06 13:0,0,0
럭셔리  커피잔 세트 ㅡㅡㅡ 30 만언  짜리,2019-02-06 13:0,0,0
금수저 찬양 드라마,2019-02-06 13:0,1,0
한편 자신이 불행으로 떨어졌을때 잘나가던 케이가 사고당했을때 측은하기보다 잘됐다는 마음을 가졌던 주위엄마들에 대한 분노가 있어요,2019-02-06 13:0,1,2
머라고 시부리ㄴᆞㄷ,2019-02-06 13:0,0,0
전에는 걍 착한 새엄마 코스프레하는것같았는데 수임씨 ㅎ,2019-02-06 13:0,1,0
이수임은 이드라마랑 안어울려,2019-02-06 13:0,1,0
재방도 잼나네...,2019-02-06 13:0,0,0
니들이 부모맘ㅇㄷㄹ아냐 급식들아,2019-02-06 13:0,0,0
이때부터였어여 수임이 진심이 느껴진게,2019-02-06 13:0,0,0
김주영은 자신이 행한 과오의 불행에서 벗어나지 못한채 극복하지못하고 회개하지않고 다른 사람들도 자신과 똑같이 불행으로 지옥의 나락으로 떨어뜨리려는 악마에요,2019-02-06 13:0,1,4
현실 사회에는 김주영 같은 괴물들이 곳곳에 많이 있습니다   ㅡㅡㅡㅡㅡ,2019-02-06 13:0,0,1
차교수님 진라면 광고모델좀,2019-02-06 13:0,0,0
야자타임 ㅋ,2019-02-06 13:0,0,0
벼락 맞아요 ㅡㅡㅡㅡ,2019-02-06 13:0,0,0
서로 이해관계가 물려 피해자인동시에 가해자가  되는 묘한상황,2019-02-06 13:0,0,0
서울의대 입학과 사람 목숨을  거래하자구 ?,2019-02-06 12:5,0,0
야자타임! ㅋ,2019-02-06 12:5,0,0
예서는 멘탈이 약한 아이입니다~~,2019-02-06 12:5,0,1
돈 많고 교양있고 자식 사회적으로 성공시키고 틈틈이 봉사도 하고 하지만 몸속에는 차가운 피가 흐르는 냉혈한들이 정준호 엄마같은 기독교인 들입니다 가면을 쓰고 살면서 존재하지도 않는 신 천국 영생을 믿는 멍충이들이죠 ㅡㅡㅡㅡㅡ ㅋㅋ,2019-02-06 12:5,2,0
우주역활...연기력 너무너무 부족해서우주 나오는장면에서 극감됨,2019-02-06 12:5,0,0
결말이 궁금하글,2019-02-06 12:5,0,0
차교수 소머리국밥 씨엪 들어올듯,2019-02-06 12:5,0,0
뀨님 맞춤법 맞춰서 쓰시죠 암호도 아니구 뭐죠? 순화를 하든 미화를 하든,2019-02-06 12:5,0,0
정준호 오열할때 마음 아픔,2019-02-06 12:4,0,1
혼전 콘돔필수입니다 여러분 저꼴당하기 싫으면,2019-02-06 12:4,1,0
그래도 정준호는 털끝만큼의 양심은 남아 있었구나...,2019-02-06 12:4,0,0
ㅁㅊ애들앞에선 똑ㅂ같이 ㅆㄴ으로 사는게 맞던데,2019-02-06 12:4,0,1
또라이는 김주영이지,2019-02-06 12:4,0,0
아  뭐야 또 시작이야 ?  ㅡㅡㅡㅡ ㅋㅋ,2019-02-06 12:4,0,0
시간 똘아이 급 미향이 ㅋ,2019-02-06 12:4,0,0
그건 그러네요ㅋ 왜 역변했지? 가둬놔서 그런가,2019-02-06 12:4,0,0
차파국 최애캐ㅋ,2019-02-06 12:4,0,0
근데 왜 케이는 역변의 인물이 됐을까.혹 장애아 비하?볼수록 기분이 별루..,2019-02-06 12:4,0,1
피라미드의 신비 ㅡㅡ 피라미드 속 정 중앙 자리에  음식을 두면 부패가  느리게 진행됩니다,2019-02-06 12:3,1,1
학교를 명문으로 보내놓고 1등급을 바라네 ㅇㅊ,2019-02-06 12:3,0,0
ㅋㅋ 스텐 대형 피라미드 깜놀,2019-02-06 12:3,0,1
곽미향이래,2019-02-06 12:3,0,0
아님,2019-02-06 12:3,0,0
ㄴㄴ범인 청소부아줌마임ㅋ,2019-02-06 12:3,0,1
스텐 피라미드  500 만언 ㅡㅡㅡㅡ,2019-02-06 12:3,0,0
범인은 우주아빠입니다,2019-02-06 12:3,0,1
저 큰 박스가 뭔가했네요 ㅋ,2019-02-06 12:3,0,0
멀울어,2019-02-06 12:3,0,0
ㅋㅋ,2019-02-06 12:3,0,0
울고 있었어 예서 발성 좋아 ㅎ ㅋ,2019-02-06 12:3,1,0
명탐정  셜록 수임 ㅡㅡㅡㅡㅡㅡ,2019-02-06 12:2,0,0
네 클라스 여전한 미향씨 ㅋ,2019-02-06 12:2,1,0
장화 홍련 모습이랑 엄청 닮아있어요,2019-02-06 12:2,0,0
장화 홍련에서 미향이가 임수정한테도 너 지금 가면 후회한다할때도 ㅋ,2019-02-06 12:2,0,1
상대의 약점을 교묘하고도 예리하게 파고드는 김주영,2019-02-06 12:2,0,1
햄복하다,2019-02-06 12:2,0,0
혜나가 도발적이긴 했지만 그렀게까지 만든건 어른들이구,2019-02-06 12:2,0,0
너 참 귀엽구나? 소름 ㅋ,2019-02-06 12:2,0,1
광기어린... 모습이었군요 구체화는 안되던데,2019-02-06 12:2,0,0
에피소드가 쌓이고 쌓이고 드라마 몰입감 최고네요.,2019-02-06 12:2,1,0
미향이는 100 % 미스 코리아 입니다   ㅡㅡㅡ,2019-02-06 12:2,0,0
장화 홍련 장면 계속 오버랩 됐음요,2019-02-06 12:2,0,0
저 광기어린 미향이 장화 홍련전에서 본적 있음 ㅋ ㅋ ㅋ ㅋ,2019-02-06 12:2,0,0
사실 인간말종 곽미향,2019-02-06 12:2,0,0
어떤 사람인지 아는데~,2019-02-06 12:2,0,0
미향이 소시오패스일 확률100%,2019-02-06 12:1,0,0
노콘준상,2019-02-06 12:1,0,0
할말은 해야지?,2019-02-06 12:1,0,0
여러분 들은  국대 배우들의 명연기를 보고 계십니다  ㅡㅡㅡ,2019-02-06 12:1,0,0
"책임전가,  물타기 병원에서두 말했어야지",2019-02-06 12:1,0,0
병원에선 말했어야지 미향이 나쁜뇨자,2019-02-06 12:1,0,1
와 염정아 책임전가 하는거봐..물타기도...정말 역겹다,2019-02-06 12:1,0,1
그래도 미향아 말했어야지,2019-02-06 12:1,0,0
...,2019-02-06 12:1,0,0
한다,2019-02-06 12:1,0,0
제일 감동적으로 본 화..,2019-02-06 12:1,1,1
시작이요,2019-02-06 12:1,0,0
ㅇㅈ,2019-02-06 12:1,1,0
이제 17화인데.. 광고 엄청 들어가나부다,2019-02-06 12:1,0,1
어제 그랬어요,2019-02-06 12:1,0,0
진짜요??,2019-02-06 12:1,0,0
그렇겠죠 6시 35분에 끝나드만,2019-02-06 12:1,0,0
ㅋㅋ그렇게까지야,2019-02-06 12:1,0,0
이거 20회 까지보면 저녁 먹을시간되겠네요 ㅋㅋ,2019-02-06 12:0,0,0
감사합니다,2019-02-06 12:0,0,0
다시 광고중,2019-02-06 12:0,0,0
오프닝중,2019-02-06 12:0,0,0
헌재님 감사합니다,2019-02-06 12:0,0,0
"3일간 재밌게 보는데 배우들 연기, 스토리 다 재밌는데 출연 배우들 앞으로잘 나가겠네요 작가는누군지 궁금하다",2019-02-06 12:0,1,0
17합니다~,2019-02-06 12:0,0,0
전 역주행 중인디 ㅋㅋ16부터 보고 1부터 다시 봐서,2019-02-06 12:0,0,0
이제 몇화하는건가요?,2019-02-06 12:0,0,0
ㅋㅋ,2019-02-06 12:0,0,0
아 끝난게 실감이 안난다 ㅠ,2019-02-06 12:0,0,1
냉부 예고중,2019-02-06 12:0,0,0
남주혁 눈이부시게한다 ㅎㅎ,2019-02-06 12:0,1,0
화면 이뿌네요,2019-02-06 12:0,0,0
시작하면 알려주심 감사.. 전편 다시보기 중이라 ㅋㅋ,2019-02-06 12:0,1,0
위올라이~~~,2019-02-06 12:0,0,0
방송 예고중이네요 ㅋ,2019-02-06 12:0,0,0
스카이캐슬 위올라이 ~~~🌷🌷,2019-02-06 12:0,0,0
감사합니다,2019-02-06 12:0,0,0
찐찐이 어마마~~~,2019-02-06 12:0,0,0
아직 안했어요,2019-02-06 12:0,0,0
시작했나요?,2019-02-06 12:0,0,0
17회 할걸요,2019-02-06 12:0,0,0
아 감사합니다.몰랐네용,2019-02-06 12:0,0,0
저만 지금 뉴스나오나요??,2019-02-06 11:5,0,0
뉴스룸 끝나고 또 방송해요,2019-02-06 11:5,0,0
"영재아버지가 분량이 적어서 그렇지, 연기 짱입니다.",2019-02-06 11:5,0,0
뭐죠?왜 갑자기 뉴스나와요???,2019-02-06 11:5,0,0
예서가 진희 친딸이란 소리는 어디서 나온겨,2019-02-06 11:5,0,0
어쩐다고님 말 한 번 시원하게 해주시네요,2019-02-06 11:5,1,0
jlov님 제 생각이에요,2019-02-06 11:5,0,0
저렇게 만든 애들이 문과면 사법이과면 의사 나라를 오염시키는 주범들개돼지 취급하고 짠흐네 짠해 이 이간들우리는 개돼지만 개돼지한데 기생하는 인간 거머리들,2019-02-06 11:4,0,0
자식을 최고로 만들기위해 인성도 양심도 버리고 키운자식이 과연 제대로된인생을 살수있을까?하도 난리를 쳐서 재방송보고있는데 너무화가난다~이렇게  입시문화가 형성되면서 사회는 점점~~무서운아이들을 만들고 있지않는지 어른들이 반성해야하지않을까............ㅠㅠ,2019-02-06 11:4,2,2
굿바이싱글에 우주나와요~ sbsㅋㅋ고고,2019-02-06 11:3,0,0
예서가 찐찐이 친딸이라네요 인큐베이터에서 바꿔치기당했데요,2019-02-06 11:3,0,0
캐릭터 열전 너무 재밌음 ㅋ,2019-02-06 11:3,0,0
예빈이 넘귀여워~,2019-02-06 11:3,0,0
찐찐남편 짱이에요~~연기너무잘하시고끝나서 아쉬움~~다들 수고 많으셨어요~이제 금요일 무슨 재미로 사나ㅠ,2019-02-06 11:3,2,2
저는 찐찐이 남편이야말로 참 안타깝네요.. 능력이되는데도 가식에 찌들었고 강자에겐 한없이 굽신거리며 아부는 기본에 불의는 꾹참고 정의는 개한테나 줘버리고 자신의 의견은 절대 내세우지않으며 몸을 사리고 또사리고 한번더 사리며 세속적인 가장이자 아빠. 정준호도 그렇지만 욱해서 버럭하는 멋이라도 그나마 있는데 찐찐남편은 참..,2019-02-06 11:2,2,2
엇 송민교다 ㅋ,2019-02-06 11:2,0,0
자기연민 때문에들 울고 불고 입바른말 몇마디하고 엔딩 이게 소름이었는데 오히려 현실적,2019-02-06 11:2,1,2
수완엄마가 짱이네 ㅋㅋㅋ,2019-02-06 11:2,0,0
김주영 그여자 가족 다망치고선 후회않하시겟냐고 묻네 미쳣나??!,2019-02-06 11:1,0,1
저여자야말로 젤 줏대없어 고상한척은다하면서,2019-02-06 11:1,1,0
ㅇㅈ,2019-02-06 11:1,1,0
마지막이 좀 아쉬운 드라마였던것 같음..다 개과천선을 했더라도 좀 찝찝한 결말.그냥 개과천선하지말고 벌 받지,2019-02-06 11:1,0,1
ㅋㄱ,2019-02-06 11:1,0,0
패륜이야~~~~ ㅋㅋㅋ,2019-02-06 11:1,0,0
적성에 안맞는다네여 ㅋ.역시 유리멘탈이었어 예서 ㅋ,2019-02-06 11:1,0,0
예서 서울의대나와서 옷매장취업 ㅋ,2019-02-06 11:1,0,0
"작가는 형사가말한 범인의 알리바이, 그러니까 어떻게 우주생일날 다모일걸 알았으며 혜나가 난간에 혼자 올라올걸 어떻게알고 보일러실에 잠입했으며 또 그많은 cctv를 뚫고 어떻게 귀신처럼 나갔느냐는 해명을 해주지도않고 그냥 다 싸잡아서 막판 전래동화 끝. 아 허무하네요",2019-02-06 11:1,0,1
최종회까지 알고보니 김주영샘 악마네,2019-02-06 11:0,0,1
도리스 아니야~,2019-02-06 11:0,0,0
"극의 극적인 흐름을 위해서 라지만혜나를 죽인건 너무나 가슴이 아프네요.피어보지도 못하고 엄마도 잃고,아버지를 아버지라불러 보지도 못하고 죽다니  정말 가슴이 아픕니다.",2019-02-06 11:0,0,0
이와중에 생기부 걱정하는 아갈미향,2019-02-06 11:0,0,1
백만이  넘었네,2019-02-06 10:5,0,0
"예서아빠도 혜나 자기자식이라고 해서 반성하지, 안 그럴때 태생이 어쩌고해서, 혜나 죽어도 안쓰러워하지 않음, 지독함",2019-02-06 10:5,0,0
"예서네 빼고 다른 집안사람들은 사람다운데  예서네는  정말 이기적임. 악마. 마지막회도 예서가 힘들어하니까 반성한거지, 스스로 반성한거 아님",2019-02-06 10:5,0,1
검색해보세요 여기다가쓰면 스포 올라와요,2019-02-06 10:4,0,1
우주 누명 벗겨지나요?,2019-02-06 10:4,0,0
.,2019-02-06 10:4,0,0
.,2019-02-06 10:4,0,0
예서엄마나 예서는 김주영선생에게 세뇌당하는중,2019-02-06 10:3,0,0
곽미향이 참 못됬네,2019-02-06 10:3,0,0
참 찝찝한 드라마.최종화까지 보고나니 기분상당히 더럽네.,2019-02-06 10:2,0,1
.,2019-02-06 10:2,0,0
인기 ㄷㄷ 하지만 난 아싸니까 보지 않겠다,2019-02-06 10:2,1,0
결국 범인은 없다...  누구인가?,2019-02-06 10:2,0,2
정주행 보시는분들많으시네요 ㅋ,2019-02-06 10:2,1,0
근데 우주 가옥 건 이유가 저건가요,2019-02-06 10:2,0,0
우주야 ㅠㅠㅠㅠ,2019-02-06 10:2,0,0
스포하지마라 신고한다 아직 못봤다,2019-02-06 10:2,0,1
난 마지막회 좋았는데 희망이 있어서. 이런 드라마일수록 희망을 줘야지,2019-02-06 10:1,1,0
"다시 보니 예서와 예서엄마가 가장 이해도 안 되고 악의 축. 김주영샘은 최종보스고. 개과천선해도 혜나 직접 죽이지만 않았지, 혜나 죽게 만든 것",2019-02-06 10:1,0,2
미안합니다. 저때문에 스토리 바꿨다네요.마지막화는 엉망인 편이되어.미안합니다.,2019-02-06 10:1,0,1
시청률 실화냐 23.8프로ㄷㄷ,2019-02-06 10:1,0,0
점점 부모에 대한 적개심만 품게 해주는구나..무섭다,2019-02-06 10:1,0,1
역시 최고악인은 김주영 남편살해하고 학부모협박하고 학생최면걸고~ 학부모 최악은 차교수~  김주영은 감옥갔는데 차교수는 마누라 잘만나서 해피하게 살게되네~,2019-02-06 10:1,2,4
여기서 웃는 미향 소름,2019-02-06 10:1,1,1
돈이 좋긴 좋아 돈은 돈 대로 쓰고 놀면서 일하는 세리 부럽다 ㅋ,2019-02-06 10:0,1,1
암튼 여자들이 문제야 ㅋ 남자들만 깨끗해,2019-02-06 10:0,0,0
세리 문제적 여자 ㅋ,2019-02-06 10:0,0,0
전형적인 물타기 아갈미향 ㅋ,2019-02-06 10:0,0,0
여자는 역시 감성적동물,2019-02-06 10:0,0,0
사악한 아갈미향 ㅋ,2019-02-06 10:0,0,1
디시봐도 재밌고 몰입되넹 ~  좋은 작품 볼수있어 즐거웠던 시간들 아쉽네요~,2019-02-06 10:0,1,0
악어의눈물.. 참 가증스럽다.곽미향,2019-02-06 10:0,0,1
아갈미향 눈물의 똥꼬쇼 2탄 ㅋ,2019-02-06 10:0,0,1
오나라 귀여움..ㅋㅋ,2019-02-06 10:0,0,0
스카이캐슬 배 ufc 대회 ㅡㅡㅡㅡㅡ  ㅋ ㅋ,2019-02-06 09:5,0,0
싸운당..,2019-02-06 09:5,0,0
지금 Jtbc에서 15회 하는건가요?,2019-02-06 09:5,0,0
싸우는 장면 꿀잼..,2019-02-06 09:5,1,0
아갈대첩,2019-02-06 09:5,0,0
딸바꼈다고 억지추측해대더니 예서자퇴하고준상사표내고 평생죄의식에 살아갈텐데  해피엔딩이라고 욕하는사람은 대체 어떤사고방식인지~??,2019-02-06 09:5,0,3
JTBC에서 아갈대첩 하고 있어요.,2019-02-06 09:5,0,0
아갈,2019-02-06 09:5,0,0
JTBC에서 아길대첩 하고 있어요,2019-02-06 09:5,0,0
스캐2 한데요 로이킴이 인스타에 혜나가 살아 돌아온다고 스포까지 햇어요,2019-02-06 09:5,0,1
스카이캐슬 마지막화 보는ing,2019-02-06 09:4,0,1
2기 나와라,2019-02-06 09:4,0,0
캐슬22222222가즈아,2019-02-06 09:4,0,0
아 염정아 연기 진짜좋왔는데 또 보고싶다🤟🏻🤟🏻,2019-02-06 09:4,0,0
ㅎㅎ대호 낯익ㅇ,2019-02-06 09:4,1,0
노콘준상 ㅋㅋ 딸도 못알아보고 죽이네,2019-02-06 09:3,0,0
방이 크니까 뭔짓해도 안들리네..,2019-02-06 09:3,0,0
스카이캐슬 2 나와라ㅠ,2019-02-06 09:3,0,1
지 딸인데..ㅉㅉㅉ..,2019-02-06 09:2,0,0
결말을 꼭저렇게 해야했는지 너무공감안간다19화까지와 20 화가 연결이안되잖아요??  명작을망친느낌!!,2019-02-06 09:2,0,2
골든타임 놓치는구나 정준호 ㅅㅂ 인간 때문에,2019-02-06 09:2,0,1
이것도 의드에서 많이 보던 장면..,2019-02-06 09:2,0,0
누가민거에요?,2019-02-06 09:2,0,0
김주영코디의 딸 같은 아이들을 보살피다보면 엄청나게 먹어댄다는 것을 안 작가분은 정말 대단하다는 걸 느꼈다. 이문제는 우리사회에 지대한 영향을 끼칠문제인데 부모들은 모른다. 교육을 담당하는 나조차도 이제 이런아이들을 어떻게 바꿀지 고심하는 정도니 말이다.,2019-02-06 06:1,1,0
난 이 스카이 케슬의 작가가 대단하다는 것을 다른 곳에서 느꼈다. 김주영코디의 딸은 처음부터 장애아로 나오면서 교통사고로 인한 것으로 등장시켰다. 난 처음부터 저런 증상은 교통사고가 아니라 어릴 때 강압적인 분위기에서 아이들을 공부시켜서 그렇다는 것을 주위사람들에게 말했다. 하지만 주위사람들 조차 믿지 않았다. 설마라는 것이었다. 난 그런 아이들을 다뤄받기 때문에 안다. 하지만 그 부모들은 그것을 인정하지않는다. 합리적인 죄책감의 면피? 난 그렇게 말한다. 그런데 이 작가는 결말에 그 사실을 드러낸다. 교통사고가 때문이 아니라는 것을... 하지만 얼마나 많은 학부모들이 그 사실을 깨달았을까? 이문제는 집중적으로 드라마를 하나더 만들어야 부모들이 이해할 수 있다. 다른 소재꺼리로 그부분이 파묻힌 느낌이었다,2019-02-06 06:1,1,2
배우 한분한분 다들고생하셧습니다. 방송을 보면서 많이 배우고 재밋고 조금이나만.제자신을돌아보는 시간을가졋습니다. 이걸 만들어주신  작가분 촬영하시는분들 훌륭하십니다.제가 돈을 정말 마니 벌어서 이런작품은  계속촬영할수있게 꼭 만들겠습니다. 김대호 기억하세요. 꼭 약속지키겠습니다.,2019-02-06 06:0,0,1
드라마는 드라마일뿐이지만 씁쓸하다 흙수저는 끝내 노력해도 흙수저 삶만살다 아빠를아빠라 부르지도못하고 죽고 금수져인예서만 우여곡절이있었지만 결국 행복하게 금수저의 삶을 이어간다...아빠도 가족도 모든걸 가진채로..,2019-02-06 06:0,0,1
하... 이제 뭐봐 ㅠㅠ,2019-02-06 05:4,0,0
배우 한분한분 잊을수가없을것같아요^^명연기였습니다♡,2019-02-06 05:0,1,1
혜나 왜죽였엉,2019-02-06 04:2,0,0
혜나 죽이지말지,2019-02-06 04:2,0,0
혜나를 너무뜬금없는전개로 죽이다니ㅡㅡ 그래도 덕분에 정준호 오열장면에서 오랜만에 눈물흘려봄,2019-02-06 04:2,0,2
앞뒤가 다르다라...난 앞뒤 다른거 싫다,2019-02-06 04:1,0,1
20화가 억지해피엔딩일수이고 아쉬울수있어도 난 내 진심이 전해진거같아 좋은데,2019-02-06 04:1,0,1
뻔하면서도 신선하고 충격적인 드라마와 만나게 해주셔서 고맙습니다 저는 개인적으로 정리된 결말 좋았습니다 제 주변분들은 겉으로는 보이는 결말이 행복하거나 좋게 마무리한 것 같다고 아쉬워하시네요 하지만 극중 캐릭터들 특히 아이들의 입장에서 보면 꽤 괜찮은 결말이라 생각됩니다 아이들이 이미 받은 충격들이 커 상처를 받은 것들을 치유하려면 더 많은 시간이 필요할텐데 마지막을 너무 열린결말로 마무리하거나 비극적인 부분이 살짝 마무리된 후 종영하면 너무 아쉬웠을 것 같다는 생각이 들어요 제 개인적인 경험과 그때의 감정을 다시 느끼며 다른 생각을 하게 해주셔서 뜻깊었습니다 감독님 작가님 여러 스태프님들 배우님들 덕분에 드라마 잘 봤습니다,2019-02-06 02:0,2,4
금수저로 인정받고싶었던 지독히 이기적인미향이 그래도 자식을더걱정했기에 파멸을 면할수있었지만 죄값은 어떤식으로든 치르게될거임 사람심리를 넘나도 정확히 꿰뚫고있던 김주영쓰엥님이 진정소름이였고 이미한번 케이로 벌을받고 시작한거고 엄마들 스스로 찾아오게했음에 그녈 탓할수없는  참기막히개 잘짜여진 캐릭터구성이 참돋보인작품이였음 찰진 아갈머리 ㅋ 결말이 참 분노케하지만 곰곰히 생각해봄 치밀한 작가의계산인듯도함 ㅠㅠ,2019-02-06 02:0,1,4
아니 자기가 의견 냈는데 지우지 좀 마요 뭐야 이게,2019-02-06 01:5,0,0
그 덕분에 혜나에 대해 욕이 잠들었을까요 ㅠ,2019-02-06 01:4,0,2
막화때문에 혜나가 제일 불쌍하게 됐고 ㅠㅠ,2019-02-06 01:4,0,2
정독하면 이런질문도 안하겠짘,2019-02-06 01:4,0,0
왜 싸우긴^^,2019-02-06 01:4,1,0
해나입장에선 미향땜에 엄마가 죽었다느낄만큼 억울하고분했겠져 그분노를 견디지못하고 건드리지말아야할 사과를먹고 너무도 억울하고 처참히 죽임당한 가엽은소녀 ㅠㅠㅠㅠ,2019-02-06 01:4,0,3
깨우친 맘이 많아서 감사해요!🙌🏻,2019-02-06 01:4,0,0
이톡방 초기에 진짜 싸웠는뎈ㅋㅋ,2019-02-06 01:4,0,0
ㅠㅠ,2019-02-06 01:3,0,0
해날 독하게만든건 어른들임 ㅠㅠ,2019-02-06 01:3,0,0
당연한거임?,2019-02-06 01:3,0,0
근데 혜나 죽음은요?,2019-02-06 01:3,0,1
혜나 싫을수도 있어요,2019-02-06 01:3,0,0
나만 혜나 싫어 ..?,2019-02-06 01:3,0,0
사실 10퍼도 과하긴 한데...,2019-02-06 01:3,0,0
나머지 10%로는 부모도 멋있고 자식도 멋있게 자라납니다.,2019-02-06 01:2,0,0
곽미향 당연한건 아니지만 엄마이기에 더 이기적이기 쉬워질수있음은 그나마 괴로워하고 고민하던 모습을보였기에 조금은 이해될수있는거같지만 해나에게 넘나도 이기적으로 어른답지못했기에 해날 죽음으로 몬 주범이고. 작가는 미향이 원래는 흙수저였음을 무기삼아 해나를 희생시켰나봄 ㅠㅠㅠ,2019-02-06 01:2,0,1
1%로 가랭이라도 붙잡는 89%라고 해두죠,2019-02-06 01:2,0,1
멋있다,2019-02-06 01:2,1,0
힛,2019-02-06 01:2,0,0
스티븐 잡스를 예측한거지 먼 성경타령ㅋㅋ,2019-02-06 01:1,0,0
아니 혜나 욕하던 사람들 다 어디가심?  ...,2019-02-06 01:1,0,1
저도 혜나가 제일 불쌍해요!!,2019-02-06 01:1,0,0
제인님 그런마인드 그대로 가져 주세요 🙌🏻 멋있는 맘임,2019-02-06 01:1,1,0
혜나가 너무 불쌍하고 미안하네요.누구보다 불쌍한아이이고 미성년자라 보호가필요한아이인데 그걸 영악하다고밖에 표현을 못한 제자신이 부끄럽고ㅠ,2019-02-06 01:1,0,2
저는 이만 담에 뵈요^^,2019-02-06 01:1,1,0
요,2019-02-06 01:0,0,0
해주세뇨,2019-02-06 01:0,0,0
잘시간도 되었네요~~,2019-02-06 01:0,1,0
오늘은 여기까지하구 자러갈까요~,2019-02-06 01:0,0,0
저는 결혼도 안한 처녀입니다 일부맘충들 제발요,2019-02-06 01:0,0,0
실상에대해 말하자면,2019-02-06 01:0,0,0
ㅍㅏ스타가 더 좋아요,2019-02-06 01:0,0,0
머리가 아파질려구하네요;;,2019-02-06 01:0,0,1
맞아요,2019-02-06 01:0,0,0
이런 맘충때문에 우리나라가 지금 이모양이꼴 아닌가요?,2019-02-06 01:0,0,0
미쳤죠 마니 실망스럽네요,2019-02-06 01:0,0,1
미쳤네...... 왜 당연하죠?,2019-02-06 01:0,0,0
근데 여기 사람들은 곽미향은 당연하단거 보고,2019-02-06 01:0,0,0
내 주변이 그런 여자가 오지 않길 빌었음..,2019-02-06 01:0,0,0
